,Target variable,Score
278,0,3.6756821e-06
279,0,3.5166618e-06
280,0,6.344717e-07
281,0,5.857734e-08
282,0,1.7212321e-07
283,0,3.922696e-07
284,0,1.2775567e-07
285,0,2.5833285e-06
286,0,9.621895e-07
287,0,6.3163034e-06
288,0,5.478948e-07
289,0,5.322032e-06
290,0,9.224254e-07
291,0,6.7352894e-06
292,0,2.3696431e-08
293,0,2.0469788e-07
294,0,9.606613e-05
295,0,7.5625115e-07
296,0,5.9037666e-07
297,0,1.4139268e-07
298,0,6.892979e-07
299,0,3.1114976e-07
300,0,3.5286712e-07
301,0,8.473008e-06
302,0,1.0741361e-06
303,0,6.842993e-08
304,0,9.652822e-07
305,0,1.7909674e-06
306,0,2.0672294e-06
307,0,5.953187e-07
308,0,0.003074446
309,0,1.91286e-06
310,0,3.4585304e-05
311,0,5.1467356e-07
312,0,3.8692124e-06
313,0,9.487074e-06
314,0,9.0305764e-07
315,0,8.3793225e-07
316,0,1.5342074e-07
317,0,2.4491446e-06
318,0,1.1469588e-05
319,0,5.3441863e-06
320,0,2.7407616e-06
321,0,7.677966e-06
322,0,1.3924802e-06
323,0,2.1658168e-07
324,0,6.873208e-06
325,0,1.8224999e-06
326,0,9.85472e-05
327,0,2.5411657e-07
328,0,1.5625913e-06
329,0,1.6800914e-05
330,0,2.4427504e-07
331,0,1.3142059e-07
332,0,7.5668863e-06
333,0,3.5480878e-07
334,0,1.6587899e-07
335,0,1.6693495e-07
336,0,1.5595895e-05
337,0,1.6943449e-07
338,0,9.731323e-07
339,0,7.762737e-07
340,0,3.466855e-07
341,0,5.922912e-07
342,0,0.00025950785
343,0,1.3231034e-06
344,0,1.7800509e-06
345,0,1.909991e-07
346,0,2.049307e-07
347,0,7.642237e-06
348,0,4.210815e-07
349,0,6.582322e-08
350,0,2.1238594e-07
351,0,7.4430574e-07
352,0,7.052143e-07
353,0,3.3105782e-06
354,0,9.690186e-07
355,0,1.3722424e-05
356,0,1.376554e-06
357,0,1.9142633e-06
358,0,4.7958945e-08
359,0,3.7567597e-06
360,0,0.00015058235
361,0,7.4691894e-07
362,0,0.00020030128
363,0,4.8896084e-08
364,0,2.356935e-06
365,0,3.3387141e-06
366,0,1.2465757e-06
367,0,2.280613e-06
368,0,4.5255914e-07
369,0,8.793072e-06
370,0,3.1203577e-05
371,0,1.0268342e-06
372,0,9.595266e-07
373,0,3.0107802e-08
374,0,1.1797559e-06
375,0,1.7704144e-06
376,0,0.00055397145
377,0,8.381025e-07
378,0,1.0345077e-06
379,0,1.1555013e-05
380,0,7.829062e-06
381,0,7.346008e-05
382,0,1.0515859e-06
383,0,1.4597911e-06
384,0,7.1789475e-07
385,0,0.0010217051
386,0,6.538397e-05
387,0,1.611339e-05
388,0,6.155677e-07
389,0,6.116854e-06
390,0,2.0368889e-06
391,0,5.721396e-08
392,0,4.1089254e-05
393,0,1.6137164e-05
394,0,3.7759507e-06
395,0,1.2262011e-06
396,0,1.1595648e-07
397,0,3.8805837e-07
398,0,2.0275415e-06
399,0,7.168768e-08
400,0,1.1602484e-05
401,0,1.6265911e-06
402,0,2.6311766e-06
403,0,3.7721897e-05
404,0,1.2546616e-05
405,0,4.460841e-07
406,0,8.796895e-07
407,0,9.5068615e-05
408,0,2.638559e-07
409,0,0.00036370725
410,0,9.164326e-08
411,0,2.1056771e-06
412,0,3.347003e-06
413,0,3.1153309e-07
414,0,2.9283294e-06
415,0,1.2348075e-06
416,0,1.1904691e-06
417,0,2.4000865e-06
418,0,1.3333687e-05
419,0,1.8891668e-06
420,0,1.5467698e-07
421,0,1.0196743e-05
422,0,4.885632e-06
423,0,3.569557e-08
424,0,6.0935076e-07
425,0,4.6360115e-06
426,0,1.4775492e-07
427,0,1.4911559e-06
428,0,1.5653207e-07
429,0,1.2912314e-07
430,0,2.4320508e-07
431,0,1.4559201e-07
432,0,4.5779157e-07
433,0,1.9363426e-05
434,0,5.281205e-06
435,0,1.7904358e-05
436,0,7.4018465e-07
437,0,6.175204e-05
438,0,4.3432233e-06
439,0,4.5517186e-06
440,0,4.5020846e-05
441,0,3.68408e-06
442,0,3.001999e-07
443,0,4.037754e-06
444,0,7.7176946e-07
445,0,8.4618927e-07
446,0,1.7766101e-07
447,0,1.7868494e-07
448,0,1.1645744e-06
449,0,2.8417477e-07
450,0,6.280631e-05
451,0,5.7965663e-06
452,0,9.3706143e-07
453,0,2.0775797e-05
454,0,3.4722518e-07
455,0,1.0837961e-06
456,0,8.17919e-06
457,0,4.4877243e-06
458,0,2.9766184e-07
459,0,2.5777203e-05
460,0,1.8051519e-06
461,0,1.3173144e-06
462,0,1.2059826e-05
463,0,4.480378e-06
464,0,0.0001854813
465,0,0.0036171747
466,0,2.18082e-08
467,0,3.0519152e-07
468,0,4.7624317e-06
469,0,7.1608616e-07
470,0,3.624254e-05
471,0,1.1040418e-06
472,0,2.8638467e-06
473,0,1.2094591e-07
474,0,1.3077138e-06
475,0,1.3999554e-06
476,0,4.1150593e-06
477,0,8.808678e-05
478,0,8.17919e-06
479,0,9.440507e-07
480,0,2.275234e-06
481,0,3.1605185e-05
482,0,2.52558e-07
483,0,8.46618e-05
484,0,3.8643597e-07
485,0,1.5452588e-06
486,0,8.109816e-07
487,0,4.780907e-06
488,0,2.2131093e-05
489,0,4.5284665e-07
490,0,4.1900287e-07
491,0,1.8740045e-07
492,0,5.540084e-05
493,0,1.0512038e-06
494,0,6.5318354e-06
495,0,2.3599446e-06
496,0,0.000612116
497,0,3.1249285e-06
498,0,2.0863458e-06
499,0,0.0002596212
500,0,3.7316856e-06
501,0,1.9587436e-07
502,0,1.1467616e-07
503,0,9.373769e-07
504,0,8.3345746e-08
505,0,1.3374888e-06
506,0,1.2272891e-05
507,0,1.032126e-06
508,0,2.3224901e-07
509,0,1.3036902e-07
510,0,7.6352194e-08
511,0,4.2742673e-07
512,0,2.4469675e-05
513,0,4.9154494e-07
514,0,1.1168171e-05
515,0,3.425129e-07
516,0,4.030844e-06
517,0,5.180258e-06
518,0,1.5431616e-06
519,0,9.591572e-08
520,0,1.7191026e-06
521,0,1.3328471e-07
522,0,1.515232e-06
523,0,0.000226451
524,0,6.715112e-06
525,0,5.2572222e-08
526,0,2.5195639e-06
527,0,1.7680323e-07
528,0,6.8389927e-06
529,0,1.411242e-07
530,0,0.00012989166
531,0,1.8411063e-06
532,0,2.0486266e-05
533,0,1.703737e-05
534,0,1.2218936e-06
535,0,1.39550375e-05
536,0,9.0244635e-07
537,0,1.3194278e-06
538,0,5.2131475e-07
539,0,8.653948e-07
540,0,0.00011730103
541,0,1.5989384e-05
542,0,8.5535424e-07
543,0,2.0931133e-05
544,0,0.0003752323
545,0,1.0031987e-06
546,0,2.115445e-06
547,0,2.2053571e-08
548,0,1.8517951e-06
549,0,1.0488182e-05
550,0,4.9287657e-08
551,0,3.5446345e-07
552,0,1.6383562e-07
553,0,8.914956e-06
554,0,1.8028122e-06
555,0,1.697485e-05
556,0,1.6121624e-06
557,0,2.1789756e-06
558,0,4.2900513e-07
559,0,6.4931e-05
560,0,3.899093e-05
561,0,3.85583e-07
562,0,1.2191862e-06
563,0,3.401739e-05
564,0,6.5329127e-06
565,0,4.6915e-06
566,0,5.765208e-07
567,0,6.711418e-06
568,0,4.3574556e-07
569,0,3.911217e-07
570,0,4.912745e-07
571,0,0.0068578026
572,0,1.3262036e-05
573,0,1.2794708e-05
574,0,7.761643e-06
575,0,3.5069727e-06
576,0,9.921421e-05
577,0,3.9627626e-05
578,0,7.1688356e-07
579,0,2.9175222e-05
580,0,1.6687096e-06
581,0,0.00018953011
582,0,9.670522e-07
583,0,2.3245161e-06
584,0,0.0008841045
585,0,5.9568043e-07
586,0,6.199656e-05
587,0,1.2400174e-05
588,0,1.3398134e-05
589,0,4.2711136e-07
590,0,4.0196924e-06
591,0,2.5076393e-08
592,0,1.8869778e-07
593,0,0.0011957564
594,0,2.3906816e-06
595,0,5.2869195e-06
596,0,1.6392924e-07
597,0,1.9491706e-06
598,0,5.5442633e-06
599,0,3.267228e-05
600,0,2.3224769e-07
601,0,4.330037e-05
602,0,2.6038228e-07
603,0,6.89129e-07
604,0,2.3414044e-07
605,0,4.2217562e-07
606,0,4.635918e-05
607,0,1.8700109e-07
608,0,7.704208e-07
609,0,1.4607488e-05
610,0,1.17784975e-05
611,0,9.7144316e-08
612,0,5.1517986e-07
613,0,5.780248e-07
614,0,3.841055e-05
615,0,7.052324e-07
616,0,8.466035e-08
617,0,9.461619e-08
618,0,3.0699377e-07
619,0,0.00016521756
620,0,2.755685e-07
621,0,4.641784e-07
622,0,2.7676475e-07
623,0,1.837309e-06
624,0,4.0368686e-06
625,0,1.8452092e-05
626,0,5.5924214e-05
627,0,4.021652e-08
628,0,3.5057944e-08
629,0,9.5350885e-07
630,0,9.828312e-05
631,0,8.4018643e-07
632,0,1.3052406e-06
633,0,1.4980653e-05
634,0,1.6644248e-06
635,0,2.7745538e-05
636,0,9.611321e-07
637,0,7.5666917e-06
638,0,1.4637963e-06
639,0,1.2732223e-06
640,0,6.0205975e-06
641,0,6.883626e-08
642,0,1.348745e-05
643,0,5.2992464e-06
644,0,7.256633e-07
645,0,6.7931884e-05
646,0,1.2704702e-06
647,0,1.7685936e-06
648,0,2.3152168e-07
649,0,1.2357382e-06
650,0,5.84607e-07
651,0,9.643044e-08
652,0,7.6502477e-07
653,0,1.3544012e-06
654,0,7.533976e-07
655,0,1.0656333e-05
656,0,8.0364435e-07
657,0,3.5174846e-05
658,0,7.029769e-07
659,0,1.2941597e-06
660,0,2.9648268e-07
661,0,1.2491852e-05
662,0,1.1520676e-06
663,0,2.4066572e-05
664,0,2.2815614e-06
665,0,2.9844378e-07
666,0,1.9462735e-07
667,0,1.8206447e-06
668,0,7.370427e-05
669,0,1.4523772e-06
670,0,4.245614e-05
671,0,4.2110923e-07
672,0,1.6462907e-05
673,0,3.342756e-07
674,0,2.6748625e-08
675,0,4.764917e-06
676,0,3.1798518e-07
677,0,1.284162e-06
678,0,4.812604e-06
679,0,1.2112217e-07
680,0,1.4194949e-06
681,0,3.6757767e-06
682,0,8.990352e-06
683,0,1.4134848e-06
684,0,2.1378028e-06
685,0,1.5014401e-06
686,0,9.673732e-07
687,0,8.915842e-08
688,0,1.0766522e-07
689,0,1.4602823e-07
690,0,2.4704023e-06
691,0,3.0712927e-06
692,0,3.107804e-06
693,0,3.4778026e-05
694,0,3.1685167e-06
695,0,1.3765603e-07
696,0,7.8249644e-07
697,0,3.2829504e-07
698,0,7.780837e-06
699,0,7.176365e-06
700,0,1.4741855e-06
701,0,1.2161942e-07
702,0,9.87266e-07
703,0,8.6745416e-08
704,0,1.9634748e-05
705,0,7.898304e-06
706,0,1.4438824e-06
707,0,5.44549e-07
708,0,2.961865e-07
709,0,8.114047e-06
710,0,5.559385e-06
711,0,4.2464115e-05
712,0,3.4213437e-05
713,0,1.3662781e-06
714,0,3.11995e-05
715,0,1.980177e-06
716,0,4.3190417e-07
717,0,1.2797228e-06
718,0,6.2766194e-05
719,0,4.5424247e-07
720,0,8.71469e-08
721,0,9.1383504e-07
722,0,7.6753133e-07
723,0,1.4103014e-07
724,0,4.073173e-05
725,0,2.3905357e-05
726,0,1.6685948e-05
727,0,3.526085e-06
728,0,6.549386e-05
729,0,4.171882e-05
730,0,2.3047793e-05
731,0,3.7232078e-06
732,0,9.974742e-08
733,0,2.0705068e-06
734,0,2.5205516e-06
735,0,5.4578896e-07
736,0,2.7861748e-07
737,0,7.3043443e-06
738,0,2.0079526e-06
739,0,5.116173e-06
740,0,1.3881257e-07
741,0,1.2716653e-06
742,0,6.0504476e-06
743,0,1.3318678e-06
744,0,7.755142e-05
745,0,1.8693523e-05
746,0,1.2859045e-06
747,0,2.5840184e-06
748,0,1.8285376e-06
749,0,1.4260618e-07
750,0,1.3140242e-07
751,0,6.2292365e-08
752,0,1.9372828e-07
753,0,2.154603e-05
754,0,7.197705e-08
755,0,7.521076e-05
756,0,3.9187663e-07
757,0,1.7506281e-05
758,0,3.416814e-06
759,0,1.1616694e-06
760,0,1.064382e-05
761,0,1.2165207e-06
762,0,1.0941767e-07
763,0,2.2214554e-05
764,0,3.3982435e-08
765,0,2.060172e-06
766,0,3.0767993e-07
767,0,3.7491253e-07
768,0,0.00010468673
769,0,5.0005197e-05
770,0,1.9822176e-06
771,0,6.9961006e-06
772,0,2.723352e-07
773,0,4.2799658e-07
774,0,4.271865e-06
775,0,3.298557e-07
776,0,1.6061236e-06
777,0,3.2786014e-05
778,0,4.8057746e-08
779,0,1.9462007e-06
780,0,7.344357e-07
781,0,6.9961143e-06
782,0,8.267621e-06
783,0,0.00010582431
784,0,1.2245639e-06
785,0,0.00013470127
786,0,3.124175e-05
787,0,6.00136e-07
788,0,1.644695e-05
789,0,1.425328e-05
790,0,3.160828e-07
791,0,0.00010278623
792,0,6.0604737e-07
793,0,3.0395377e-06
794,0,2.8423508e-05
795,0,3.0406085e-07
796,0,4.4656593e-07
797,0,4.2299635e-06
798,0,2.8065253e-07
799,0,0.0006456779
800,0,2.9515252e-07
801,0,5.1383818e-06
802,0,5.2130076e-08
803,0,2.9065615e-07
804,0,1.7588429e-05
805,0,3.1718998e-06
806,0,6.087489e-06
807,0,3.0669898e-06
808,0,1.180376e-06
809,0,0.00022872901
810,0,1.0240079e-06
811,0,4.5417488e-07
812,0,3.1541208e-06
813,0,8.806239e-06
814,0,1.9126903e-06
815,0,7.642037e-07
816,0,2.1788343e-05
817,0,1.6378315e-05
818,0,8.3318065e-07
819,0,5.901864e-08
820,0,1.663501e-05
821,0,2.5951957e-07
822,0,8.5834995e-07
823,0,2.8639838e-07
824,0,2.8274411e-05
825,0,1.0844743e-06
826,0,3.292168e-05
827,0,2.9180233e-06
828,0,9.115128e-07
829,0,1.2435652e-07
830,0,4.896439e-08
831,0,2.782495e-05
832,0,1.2904586e-06
833,0,4.783128e-07
834,0,7.421214e-08
835,0,1.228392e-05
836,0,1.8523884e-06
837,0,1.3335049e-06
838,0,2.6626362e-06
839,0,8.447258e-07
840,0,3.4472848e-07
841,0,2.3316333e-07
842,0,3.4901296e-07
843,0,3.9158223e-07
844,0,3.5867604e-06
845,0,1.6337692e-05
846,0,7.310187e-08
847,0,1.1134831e-06
848,0,3.6671318e-05
849,0,0.0006756033
850,0,1.920999e-07
851,0,9.672293e-07
852,0,3.058107e-05
853,0,1.5423759e-06
854,0,1.5461608e-05
855,0,0.00018525647
856,0,4.0169602e-06
857,0,3.2004837e-06
858,0,4.6249048e-07
859,0,0.00022584466
860,0,2.2251065e-07
861,0,1.143984e-07
862,0,1.5536754e-07
863,0,1.5993022e-06
864,0,4.9086702e-06
865,0,5.412653e-05
866,0,1.7990251e-06
867,0,1.3191788e-06
868,0,8.93672e-07
869,0,1.6205344e-05
870,0,1.4734035e-05
871,0,8.5189527e-07
872,0,8.4875195e-05
873,0,9.327037e-08
874,0,4.3166715e-06
875,0,5.0707133e-08
876,0,1.2675583e-06
877,0,0.00096710987
878,0,9.043504e-07
879,0,2.1522763e-05
880,0,1.7784049e-06
881,0,2.0892327e-05
882,0,1.2143265e-06
883,0,3.0618057e-06
884,0,3.3898132e-06
885,0,1.789163e-06
886,0,7.045522e-08
887,0,1.2319535e-07
888,0,3.212544e-06
889,0,1.02326685e-05
890,0,1.2406965e-06
891,0,1.2627189e-06
892,0,7.041866e-06
893,0,3.5013018e-06
894,0,5.7712487e-06
895,0,8.437878e-07
896,0,6.05005e-07
897,0,1.4468391e-06
898,0,2.4185783e-06
899,0,4.0080678e-07
900,0,1.7177882e-06
901,0,6.665662e-05
902,0,8.9527316e-07
903,0,1.4324602e-06
904,0,3.6783047e-07
905,0,1.44421e-05
906,0,6.5977906e-06
907,0,4.0192785e-06
908,0,1.3632832e-06
909,0,6.1940173e-06
910,0,1.636242e-07
911,0,7.710573e-05
912,0,7.619553e-06
913,0,1.3525411e-06
914,0,3.102463e-05
915,0,7.2819785e-07
916,0,5.5224046e-07
917,0,1.885601e-06
918,0,4.5303555e-06
919,0,3.2166888e-06
920,0,1.1178828e-05
921,0,6.3556877e-06
922,0,1.1288455e-06
923,0,2.1774842e-06
924,0,2.6196014e-07
925,0,1.648311e-06
926,0,4.6723585e-07
927,0,8.094409e-07
928,0,1.3541868e-06
929,0,1.2777785e-07
930,0,1.6373364e-05
931,0,4.7387502e-07
932,0,4.223185e-08
933,0,4.4934673e-06
934,0,1.8035818e-05
935,0,1.1142745e-06
936,0,1.8756118e-07
937,0,0.00031856244
938,0,5.202577e-06
939,0,3.977661e-06
940,0,4.464965e-08
941,0,2.2107558e-06
942,0,6.309454e-07
943,0,1.69661e-07
944,0,4.453083e-08
945,0,6.237789e-06
946,0,3.980834e-05
947,0,2.4909583e-05
948,0,1.1401637e-06
949,0,3.1453437e-06
950,0,7.879631e-06
951,0,1.2035365e-05
952,0,3.5542413e-07
953,0,3.7337824e-07
954,0,2.779924e-06
955,0,1.0310222e-06
956,0,7.9760184e-07
957,0,1.6989774e-06
958,0,5.437856e-07
959,0,2.0711109e-06
960,0,1.1619696e-06
961,0,0.0003332737
962,0,4.0304184e-07
963,0,5.850253e-06
964,0,1.8915338e-06
965,0,1.2603327e-05
966,0,1.5265029e-07
967,0,2.6268835e-05
968,0,6.022333e-08
969,0,4.417167e-06
970,0,3.7681765e-08
971,0,1.313625e-05
972,0,2.1198264e-05
973,0,3.2213597e-07
974,0,4.466811e-06
975,0,2.875254e-05
976,0,3.6543472e-06
977,0,2.475569e-07
978,0,0.0005001132
979,0,2.759281e-05
980,0,3.6246367e-06
981,0,1.1059872e-05
982,0,1.3900235e-08
983,0,3.4427805e-07
984,0,8.702994e-07
985,0,4.9167193e-06
986,0,7.673538e-05
987,0,1.4991281e-06
988,0,5.3835233e-06
989,0,2.5348197e-06
990,0,1.419683e-06
991,0,3.87779e-06
992,0,8.309993e-07
993,0,6.8346767e-06
994,0,1.9559361e-07
995,0,6.1503727e-07
996,0,1.2182203e-06
997,0,3.273921e-07
998,0,6.858986e-08
999,0,1.4983725e-05
1000,0,1.2513921e-05
1001,0,6.824509e-06
1002,0,5.5804517e-06
1003,0,4.6549857e-07
1004,0,4.40825e-06
1005,0,8.453223e-08
1006,0,1.0887378e-05
1007,0,2.7770574e-07
1008,0,2.3656612e-06
1009,0,0.00013696581
1010,0,0.00011430318
1011,0,0.0013936642
1012,0,3.2859475e-08
1013,0,3.0647707e-06
1014,0,7.740101e-07
1015,0,7.8821176e-07
1016,0,3.3494254e-07
1017,0,3.579195e-06
1018,0,1.0236164e-06
1019,0,1.5413423e-06
1020,0,2.477339e-05
1021,0,2.8249997e-06
1022,0,3.852324e-07
1023,0,2.083383e-05
1024,0,1.0254316e-05
1025,0,2.5862593e-07
1026,0,7.200835e-07
1027,0,1.8424677e-06
1028,0,5.7062898e-05
1029,0,1.01659825e-05
1030,0,0.0007319357
1031,0,8.085639e-08
1032,0,2.3667121e-07
1033,0,1.154898e-06
1034,0,2.6434478e-07
1035,0,1.1278404e-05
1036,0,1.3101639e-07
1037,0,2.0168616e-06
1038,0,8.613764e-05
1039,0,3.176216e-06
1040,0,3.6534584e-06
1041,0,2.4826054e-06
1042,0,1.3153535e-06
1043,0,2.6507967e-06
1044,0,3.751379e-05
1045,0,3.850002e-06
1046,0,7.748469e-07
1047,0,2.946418e-07
1048,0,1.0565718e-06
1049,0,6.7167696e-07
1050,0,2.153714e-07
1051,0,6.7220253e-06
1052,0,3.9845224e-07
1053,0,1.2606e-06
1054,0,0.00011566848
1055,0,2.7159936e-06
1056,0,1.397395e-08
1057,0,7.0848287e-06
1058,0,0.00026407465
1059,0,4.003952e-06
1060,0,4.311944e-06
1061,0,7.2616797e-07
1062,0,1.6564422e-06
1063,0,8.8139095e-06
1064,0,2.9654398e-06
1065,0,9.180725e-07
1066,0,0.0002859887
1067,0,6.163267e-07
1068,0,6.8032923e-06
1069,0,4.095095e-07
1070,0,2.6582697e-07
1071,0,1.1627357e-06
1072,0,1.3684853e-05
1073,0,5.022345e-06
1074,0,1.5817428e-05
1075,0,5.024535e-07
1076,0,2.4719488e-05
1077,0,1.8693332e-07
1078,0,1.0905846e-07
1079,0,5.9725323e-07
1080,0,2.573549e-06
1081,0,2.5167967e-07
1082,0,4.1464996e-06
1083,0,1.0215533e-07
1084,0,1.5826186e-07
1085,0,1.3494422e-07
1086,0,1.2314641e-05
1087,0,4.7066344e-05
1088,0,6.76352e-07
1089,0,3.5666153e-06
1090,1,0.99999785
1091,0,4.963857e-07
1092,0,1.1824699e-05
1093,0,7.056119e-08
1094,0,7.400182e-05
1095,0,7.629187e-06
1096,0,4.24144e-06
1097,0,8.554831e-07
1098,0,0.000105336716
1099,0,6.654306e-07
1100,0,2.826743e-08
1101,0,8.6970033e-07
1102,0,2.773365e-06
1103,0,5.5243667e-09
